"ID";"HUMEDAD";"LUMINOSIDAD";"NITROGENO";"POTASIO";"FOSFORO";"ACIDEZ";"TEMP"
"14674";"50,7548";"0,675439";"3,01128";"62,4761";"60,8821";"9,01278";"6,57792"
"14675";"4,11119";"11,6379";"3,33153";"279,936";"151,336";"3,16828";"2,97297"
"14676";"58,0452";"7,01844";"4,58966";"137,457";"384,097";"9,81762";"41,7754"
"14677";"86,7137";"8,83452";"5,24282";"100,243";"208,109";"0,406432";"13,3617"
"14678";"90,4214";"6,21512";"2,22253";"454,987";"113,853";"4,37723";"37,2314"
"14679";"105,567";"3,3777";"4,48067";"387,911";"115,643";"3,53609";"19,1753"
"14680";"9,44407";"6,47726";"5,63474";"220,182";"15,6327";"0,596682";"43,3397"
"14681";"98,3049";"2,1916";"3,33242";"99,81";"246,755";"3,44793";"18,282"
"14682";"94,8771";"8,0947";"3,19503";"494,049";"342,812";"0,915768";"24,8328"
"14683";"9,97743";"9,12128";"2,9324";"219,378";"164,011";"7,82478";"26,7686"
"14684";"87,2903";"16,3833";"0,465227";"233,979";"196,159";"2,83705";"32,9344"
"14685";"59,9259";"9,33925";"5,25877";"117,606";"176,712";"3,81932";"13,1159"
"14686";"53,5285";"14,6339";"3,42985";"200,18";"336,421";"1,20265";"42,7463"
"14687";"87,3207";"15,5198";"5,10912";"375,468";"338,975";"1,1302";"10,4828"
"14688";"7,692";"11,6064";"0,523921";"465,967";"65,2573";"2,9436";"25,3452"
"14689";"86,5973";"11,7994";"4,20446";"44,5225";"256,263";"5,67454";"15,3719"
"14690";"36,7394";"4,31578";"5,2359";"19,5482";"19,5617";"5,46971";"42,0459"
"14691";"76,1106";"9,99022";"5,637";"154,987";"332,8";"8,89004";"16,2119"
"14692";"41,9719";"14,0706";"5,76513";"253,574";"221,808";"3,01983";"2,21754"
"14693";"107,394";"3,52614";"4,55539";"265,752";"283,729";"6,92848";"43,1206"
"14694";"98,0826";"14,2518";"5,51674";"1,45162";"135,42";"0,726769";"32,1341"
"14695";"43,8488";"12,4241";"5,9344";"362,14";"138,302";"9,25215";"32,6908"
"14696";"4,7377";"2,23746";"2,99554";"92,4688";"182,134";"8,41739";"7,26344"
"14697";"60,7184";"7,58733";"1,04616";"249,828";"208,7";"9,83644";"16,1"
"14698";"21,8798";"6,77119";"0,318415";"101,801";"225,155";"8,65681";"35,7196"
"14699";"80,1804";"3,89155";"3,71165";"306,438";"380,487";"7,466";"44,6133"
"14700";"82,3883";"12,7584";"3,65825";"482,703";"276,253";"7,0041";"49,386"
"14701";"57,0852";"8,01346";"5,58494";"250,776";"321,107";"1,36317";"47,1777"
"14702";"54,5012";"9,6757";"0,956891";"330,604";"295,992";"4,12428";"8,62854"
"14703";"74,5015";"13,5802";"4,95873";"329,919";"97,3054";"3,00495";"5,93729"
"14704";"78,8241";"14,4752";"5,9102";"16,5319";"110,416";"4,48908";"24,3145"
"14705";"67,4604";"6,87535";"4,82693";"435,347";"219,441";"8,16045";"21,6967"
"14706";"34,0653";"7,17701";"5,51298";"214,63";"330,056";"4,62087";"29,2256"
"14707";"81,8714";"4,65642";"2,4504";"316,157";"289,252";"1,93238";"49,5614"
"14708";"15,2034";"8,90409";"1,12661";"222,242";"175,546";"6,90507";"12,6213"
"14709";"51,8347";"4,16661";"4,79755";"488,507";"110,482";"6,43848";"0,705214"
"14710";"36,6004";"4,19844";"2,17972";"37,0572";"46,4962";"8,28385";"18,5782"
"14711";"86,4951";"0,984774";"2,91756";"451,32";"170,556";"9,96741";"36,2228"
"14712";"92,7143";"9,72104";"5,90997";"456,052";"178,771";"0,085814";"15,0176"
"14713";"104,643";"12,6101";"4,31258";"105,427";"65,5616";"7,59683";"31,4116"
"14714";"48,5796";"8,29001";"5,93625";"469,456";"393,934";"4,04797";"46,4233"
"14715";"34,6866";"3,91965";"3,74119";"285,211";"46,2324";"6,23355";"46,2042"
"14716";"49,9582";"15,625";"1,67212";"474,132";"301,567";"8,61957";"27,017"
"14717";"5,18059";"10,8105";"1,79018";"425,928";"349,924";"8,11691";"31,4661"
"14718";"84,3327";"6,1342";"1,75366";"352,141";"193,372";"3,84967";"31,2781"
"14719";"42,4173";"4,67783";"0,016087";"234,072";"89,5006";"0,209272";"36,0022"
"14720";"5,76232";"10,3157";"2,24568";"306,242";"268,685";"5,43792";"37,339"
"14721";"88,0368";"2,33415";"1,32635";"198,269";"127,261";"2,45486";"13,7469"
"14722";"79,4248";"12,2696";"0,176885";"82,3374";"296,804";"5,24248";"41,9379"
"14723";"43,3551";"0,601065";"4,82684";"426,347";"46,7601";"7,66499";"33,9548"
"14724";"29,9299";"0,724565";"3,02557";"159,449";"284,17";"9,13888";"18,9746"
"14725";"29,1067";"16,4848";"3,21409";"221,368";"210,573";"6,03658";"46,1575"
"14726";"77,5653";"16,0762";"5,95035";"292,992";"323,228";"9,37685";"34,8314"
"14727";"56,1902";"14,2802";"1,88168";"358,34";"15,5172";"1,76957";"34,6055"
"14728";"57,5829";"14,5214";"2,04882";"226,15";"94,2539";"6,19243";"48,5438"
"14729";"25,4054";"2,91186";"3,99757";"73,0449";"36,4984";"3,5375";"35,6561"
"14730";"21,4173";"17,4592";"1,55564";"141,986";"389,628";"0,279537";"30,3993"
"14731";"59,7404";"7,95674";"5,23681";"312,206";"382,224";"7,97539";"0,79295"
"14732";"58,2143";"2,03717";"1,27987";"217,3";"382,139";"0,584312";"46,9265"
"14733";"63,8541";"13,3962";"5,04109";"229,188";"202,167";"3,609";"15,1389"
"14734";"0,92892";"13,2503";"4,61164";"303,028";"13,1217";"9,16974";"46,6426"
"14735";"107,483";"5,01652";"0,172494";"165,239";"374,136";"4,40833";"6,02538"
"14736";"90,7034";"10,76";"5,25511";"395,868";"139,181";"5,42876";"48,0106"
"14737";"67,0646";"7,27657";"1,03924";"284,218";"379,257";"4,48877";"19,1995"
"14738";"32,1607";"16,7264";"4,75457";"494,43";"177,039";"3,67577";"27,0929"
"14739";"14,6931";"16,0685";"1,77871";"345,359";"113,495";"1,5637";"5,24878"
"14740";"15,2694";"0,643361";"0,05309";"292,399";"36,5593";"5,48312";"21,1459"
"14741";"91,8817";"8,83791";"3,02053";"255,541";"10,8995";"1,88927";"7,0149"
"14742";"104,72";"5,50394";"4,41552";"453,602";"383,836";"6,42881";"19,6808"
"14743";"79,241";"1,46711";"1,42566";"441,218";"204,644";"1,32332";"2,82334"
"14744";"62,1581";"15,8278";"1,34487";"207,917";"315,308";"7,64807";"44,1359"
"14745";"79,1043";"10,3617";"5,42896";"465,7";"123,08";"9,51205";"49,0321"
"14746";"99,2141";"7,16966";"3,53334";"331,48";"166,473";"9,31716";"6,04157"
"14747";"10,1415";"14,6771";"1,92584";"446,135";"147,456";"1,19049";"22,7816"
"14748";"45,0716";"2,90802";"5,7305";"288,344";"164,214";"7,18126";"22,9374"
"14749";"32,0781";"5,3426";"2,91695";"212,896";"11,7285";"3,94001";"35,843"
"14750";"90,8696";"16,2321";"1,79674";"480,14";"243,892";"3,27712";"26,9981"
"14751";"81,0312";"9,37513";"5,90373";"66,6178";"116,768";"6,93333";"41,198"
"14752";"49,643";"13,9279";"4,56396";"171,639";"195,44";"2,6632";"49,7907"
"14753";"36,8242";"6,12565";"2,90752";"128,315";"324,84";"2,18652";"9,83006"
"14754";"88,6723";"5,65867";"4,66766";"125,879";"191,239";"0,137803";"44,2202"
"14755";"50,9727";"7,04517";"3,31229";"112,883";"148,234";"0,668808";"2,17803"
"14756";"41,2416";"4,24341";"2,98133";"245,242";"188,969";"4,45913";"4,8212"
"14757";"16,6675";"0,118986";"1,65218";"356,176";"332,481";"1,52543";"32,4266"
"14758";"9,89506";"17,6114";"5,29029";"102,977";"189,672";"5,82659";"32,5658"
"14759";"107,289";"11,6835";"3,23606";"328,545";"159,085";"3,21018";"25,6812"
"14760";"83,3627";"1,36388";"4,86499";"312,539";"176,124";"1,63772";"1,52136"
"14761";"108,414";"12,0748";"0,59722";"375,559";"180,541";"6,24626";"1,40821"
"14762";"55,117";"3,04717";"3,71456";"126,104";"323,466";"7,59411";"18,0246"
"14763";"2,99843";"8,61597";"0,200942";"351,579";"314,753";"7,36173";"48,6249"
"14764";"16,2818";"5,05906";"4,92649";"98,2313";"176,666";"2,62873";"41,8002"
"14765";"34,6762";"9,55424";"2,59974";"426,993";"321,142";"7,43713";"8,11508"
"14766";"65,9855";"17,1392";"4,7261";"244,8";"336,749";"6,79058";"36,1939"
"14767";"59,0507";"2,90224";"3,05499";"120,993";"293,632";"7,25209";"21,1502"
"14768";"93,3699";"12,2555";"5,97285";"146,531";"249,399";"7,69166";"18,8475"
"14769";"11,147";"14,8514";"3,25705";"301,607";"322,933";"6,91256";"48,061"
"14770";"60,5296";"4,99627";"2,96448";"368,728";"22,4156";"6,90018";"15,3636"
"14771";"88,5403";"13,8639";"0,468505";"41,4348";"251,257";"4,31912";"27,4527"
"14772";"105,492";"13,1089";"5,49101";"418,536";"365,107";"1,15902";"47,5397"
"14773";"52,098";"14,4064";"0,301978";"5,64739";"59,1132";"3,84804";"12,8194"
"14774";"12,7808";"16,1912";"3,60718";"65,8321";"69,2348";"1,86597";"46,579"
"14775";"12,0725";"0,063612";"5,09814";"352,871";"88,3322";"1,68447";"14,673"
"14776";"27,2298";"17,0031";"0,224534";"278,316";"156,714";"6,97476";"30,6045"
"14777";"55,7343";"14,6959";"5,1639";"221,923";"232,945";"0,749219";"36,5087"
"14778";"72,124";"6,52504";"1,91473";"39,5433";"158,285";"8,98971";"31,5593"
"14779";"70,9346";"13,3397";"0,722643";"405,596";"218,507";"4,32678";"1,55646"
"14780";"83,0579";"7,87889";"4,91258";"368,965";"115,126";"3,844";"10,6099"
"14781";"97,5697";"16,533";"4,01397";"449,152";"14,3678";"2,8962";"30,2417"
"14782";"94,4576";"7,71544";"5,89671";"350,907";"95,0322";"2,2048";"45,5275"
"14783";"13,8626";"11,7615";"2,25632";"289,404";"34,8485";"3,15453";"28,2343"
"14784";"17,2033";"2,75339";"4,19395";"473,651";"176,118";"5,77519";"41,1458"
"14785";"87,9494";"3,07468";"1,99273";"184,219";"181,159";"6,43945";"11,8851"
"14786";"109,546";"1,55312";"3,35366";"138,196";"367,48";"2,33849";"37,2507"
"14787";"2,12976";"4,2306";"2,988";"159,689";"314,625";"7,05102";"0,601125"
"14788";"55,1518";"0,868208";"0,257969";"94,7137";"310,801";"9,615";"23,8862"
"14789";"99,6455";"7,70572";"1,92543";"491,63";"296,457";"1,01774";"28,4919"
"14790";"74,8919";"2,2622";"3,16086";"287,776";"331,162";"1,81772";"47,9721"
"14791";"46,6261";"1,93136";"1,86617";"15,5852";"177,726";"8,41377";"44,2843"
"14792";"52,6165";"0,087652";"4,33909";"416,337";"28,1466";"3,17187";"26,3536"
"14793";"20,737";"7,00597";"1,17874";"19,3635";"333,858";"1,43197";"27,3853"
"14794";"92,4083";"17,3919";"4,85549";"110,611";"145,282";"3,52673";"33,1467"
"14795";"78,3222";"8,49623";"3,19182";"195,561";"227,629";"6,50598";"12,3399"
"14796";"95,2731";"11,3724";"1,3354";"243,991";"26,8414";"9,49012";"14,0572"
"14797";"62,8195";"4,85945";"3,24008";"280,168";"130,644";"8,9262";"4,3965"
"14798";"87,212";"11,4546";"0,691491";"226,002";"103,067";"4,97452";"32,2289"
"14799";"19,2007";"15,1969";"4,3252";"110,238";"397,969";"3,8289";"6,16376"
"14800";"49,2075";"10,9492";"5,15995";"89,2562";"287,913";"7,7875";"0,709222"
"14801";"25,8276";"16,7551";"0,603699";"251,542";"187,936";"7,4737";"32,3472"
"14802";"29,5567";"15,1503";"3,61861";"430,521";"131,608";"5,38645";"42,9682"
"14803";"56,3672";"9,608";"0,181433";"486,165";"5,60232";"3,39464";"8,25299"
"14804";"4,23088";"12,4916";"0,352572";"414,15";"85,3697";"5,62883";"35,8753"
"14805";"53,7698";"5,33975";"0,535371";"178,964";"83,9126";"7,81923";"22,7543"
"14806";"78,6018";"16,6197";"0,067441";"125,571";"45,5727";"5,26614";"39,1383"
"14807";"85,4701";"5,60405";"3,21956";"61,0692";"260,72";"9,40386";"1,67301"
"14808";"92,823";"11,8323";"3,63809";"421,486";"189,953";"5,79177";"25,9352"
"14809";"51,3941";"14,4566";"4,59907";"171,486";"301,131";"4,02451";"38,9552"
"14810";"17,8674";"7,17853";"3,63053";"346,299";"266,871";"1,74274";"42,1969"
"14811";"30,822";"4,82912";"3,33251";"283,93";"166,658";"5,04168";"15,9301"
"14812";"50,4865";"3,19981";"5,17865";"392,638";"153,388";"2,73971";"49,2604"
"14813";"63,2236";"5,33618";"1,40024";"338,793";"367,889";"0,686756";"2,05082"
"14814";"71,8729";"15,1174";"3,1058";"373,874";"81,6364";"6,95852";"25,2144"
"14815";"48,4755";"0,614857";"3,69927";"278,46";"169,198";"4,70798";"10,1704"
"14816";"68,6957";"7,83659";"3,20702";"71,5759";"156,894";"1,35173";"37,5252"
"14817";"95,7094";"8,19863";"2,95213";"498,118";"146,672";"7,29314";"8,20032"
"14818";"41,4148";"6,72879";"5,20059";"118,184";"269,755";"6,45537";"49,8105"
"14819";"7,19835";"10,3735";"5,07061";"449,345";"30,226";"0,273265";"36,5788"
"14820";"21,5557";"9,84561";"5,87182";"366,194";"55,0266";"0,662026";"7,56497"
"14821";"68,1999";"4,22405";"3,68105";"232,951";"61,6529";"1,82882";"3,27384"
"14822";"40,3404";"3,75341";"5,23929";"370,116";"138,292";"4,08848";"23,0387"
"14823";"82,2279";"2,28328";"1,66979";"344,18";"267,567";"5,25935";"19,0145"
"14824";"87,6292";"4,65944";"1,89447";"493,554";"105,085";"8,66755";"49,4206"
"14825";"4,23888";"4,0883";"4,50227";"0,852806";"257,008";"5,43326";"26,1795"
"14826";"0,509814";"16,4407";"3,02754";"438,189";"346,402";"3,85971";"0,34522"
"14827";"92,9762";"0,795234";"2,07169";"319,167";"329,062";"6,56321";"35,8949"
"14828";"40,4341";"10,6657";"1,76484";"379,837";"368,161";"5,18267";"27,5064"
"14829";"51,1668";"6,90971";"2,31029";"468,434";"0,635238";"8,67699";"40,0616"
"14830";"55,7986";"14,5944";"3,0853";"170,442";"139,457";"6,40526";"5,18345"
"14831";"35,0537";"17,9319";"3,98923";"120,634";"64,4853";"3,91671";"45,9994"
"14832";"35,1393";"0,663773";"3,61031";"458,48";"205,946";"8,61912";"31,3453"
"14833";"95,8765";"4,72075";"5,5384";"13,9855";"47,4665";"7,42412";"29,3777"
"14834";"34,7846";"4,25152";"4,32817";"356,512";"325,48";"1,4636";"3,2475"
"14835";"84,0096";"14,1887";"4,72847";"24,48";"155,875";"2,05837";"49,5359"
"14836";"70,5714";"15,7295";"3,07278";"399,89";"150,215";"8,79393";"27,3031"
"14837";"53,0512";"4,92197";"1,30539";"272,579";"152,681";"3,83782";"10,8444"
"14838";"54,3464";"6,52549";"2,36661";"26,1479";"204,224";"2,28179";"29,5956"
"14839";"35,3018";"10,265";"3,6526";"86,2698";"195,011";"6,13216";"49,9461"
"14840";"92,4293";"3,76999";"3,10269";"298,844";"382,109";"2,5876";"48,4023"
"14841";"56,3809";"8,50547";"2,08678";"357,424";"21,7713";"0,105302";"23,1633"
"14842";"65,0214";"12,5474";"3,90234";"203,935";"122,317";"1,33714";"38,8639"
"14843";"72,8828";"7,48664";"3,29162";"239,77";"351,755";"6,66884";"49,3159"
"14844";"40,4911";"3,92663";"2,9706";"293,671";"360,812";"2,75197";"41,6131"
"14845";"68,6269";"15,6333";"5,42889";"179,509";"245,138";"5,84915";"23,6859"
"14846";"88,192";"2,75756";"1,77433";"472,151";"68,8443";"1,12285";"2,6547"
"14847";"26,4285";"6,69506";"5,37789";"37,0271";"150,642";"4,6099";"34,6779"
"14848";"57,4499";"7,20094";"4,92902";"116,134";"204,786";"8,77964";"44,7157"
"14849";"33,3644";"9,33302";"5,0277";"251,326";"179,471";"2,95436";"31,2689"
"14850";"82,8953";"12,6007";"5,23984";"49,187";"192,993";"8,75372";"26,5015"
"14851";"6,4371";"16,777";"4,97652";"372,092";"367,634";"2,45461";"40,3936"
"14852";"73,3814";"1,55632";"0,576385";"96,6104";"122,445";"4,34036";"36,5449"
"14853";"94,6632";"5,36561";"1,44825";"98,1888";"328,079";"1,58581";"12,6031"
"14854";"60,3955";"4,02686";"2,79571";"331,728";"126,885";"0,979274";"20,4956"
"14855";"88,5141";"11,333";"3,74211";"366,351";"47,7714";"2,51589";"9,88577"
"14856";"57,5226";"14,4694";"0,308775";"275,696";"144,166";"2,02832";"12,5167"
"14857";"105,96";"0,915706";"5,55266";"196,999";"389,76";"7,05";"8,13462"
"14858";"98,2326";"16,5556";"0,282251";"460,363";"266,464";"5,55371";"31,9514"
"14859";"66,3551";"2,55335";"4,63999";"356,861";"377,447";"8,82968";"15,3626"
"14860";"83,3276";"0,953115";"1,59947";"98,3485";"254,942";"3,53241";"26,5059"
"14861";"73,9088";"17,4092";"2,04917";"47,444";"48,2994";"0,26119";"19,0032"
"14862";"77,1565";"5,83766";"4,47357";"451,033";"176,571";"9,56122";"0,45453"
"14863";"38,2953";"12,4999";"5,38546";"93,776";"168,591";"9,84833";"29,1967"
"14864";"77,9078";"6,63386";"2,86596";"19,7474";"224,714";"0,996866";"27,8497"
"14865";"94,8487";"14,6147";"0,530723";"286,425";"335,256";"9,45897";"44,1894"
"14866";"19,6618";"7,54672";"5,61666";"127,587";"120,772";"3,6935";"35,1613"
"14867";"30,2893";"7,42037";"0,409277";"95,4824";"20,2946";"4,42127";"41,2411"
"14868";"83,6457";"11,6553";"2,27383";"69,5795";"100,22";"4,62692";"39,7184"
"14869";"31,6201";"7,12616";"0,249145";"146,695";"315,762";"5,3642";"6,32989"
"14870";"50,1314";"5,9522";"5,90991";"56,495";"84,6944";"1,2762";"23,2687"
"14871";"37,6988";"17,8838";"3,41774";"79,4472";"308,079";"8,88336";"10,2206"
"14872";"72,9892";"16,4438";"5,98569";"140,48";"73,6349";"8,48226";"7,31097"
"14873";"39,2909";"10,9318";"1,25136";"97,9005";"21,6393";"9,79057";"29,0444"
"14874";"90,4134";"17,0501";"5,38366";"118,911";"108,586";"3,03442";"6,0363"
"14875";"100,804";"8,93784";"4,21921";"197,649";"381,255";"2,48956";"35,3248"
"14876";"1,2157";"2,61597";"3,229";"387,09";"363,59";"0,546537";"47,4378"
"14877";"10,814";"0,998092";"4,71001";"285,389";"303,421";"6,52755";"13,0429"
"14878";"72,3741";"7,48727";"5,90948";"272,872";"327,03";"4,78359";"24,4439"
"14879";"49,8064";"4,60522";"2,90907";"408,247";"220,221";"3,79246";"31,8593"
"14880";"70,7732";"17,2325";"2,06708";"223,839";"40,1751";"6,47331";"7,49754"
"14881";"105,254";"4,15431";"3,02946";"489,89";"56,7752";"2,80726";"21,8304"
"14882";"40,1485";"17,1996";"0,596104";"357,932";"177,002";"8,82641";"45,9731"
"14883";"100,395";"4,13818";"3,11081";"206,823";"275,076";"0,036977";"40,0943"
"14884";"31,336";"14,9105";"1,21925";"288,55";"134,551";"0,758571";"29,2352"
"14885";"1,18933";"14,6605";"4,04004";"56,8504";"39,2785";"5,82712";"24,5965"
"14886";"31,5341";"8,16043";"2,08191";"120,962";"113,025";"7,99685";"23,9717"
"14887";"33,0849";"4,85331";"5,34455";"442,647";"56,1962";"6,90347";"17,2328"
"14888";"5,84292";"17,7188";"2,5827";"465,502";"317,175";"8,48851";"43,8531"
"14889";"73,0188";"15,8013";"0,282182";"182,109";"323,118";"7,90501";"31,0116"
"14890";"1,46464";"7,6559";"5,50669";"144,981";"226,427";"6,13418";"33,5025"
"14891";"49,4351";"13,582";"4,74515";"260,939";"53,8853";"7,55658";"42,1425"
"14892";"82,594";"9,72175";"2,50192";"379,858";"127,964";"4,01596";"35,4805"
"14893";"47,0224";"2,53205";"1,0087";"435,274";"187,341";"2,71226";"3,00414"
"14894";"10,7816";"9,09984";"4,83242";"464,679";"323,144";"0,310112";"22,6749"
"14895";"88,2626";"2,39812";"1,50827";"479,853";"278,858";"6,7834";"26,9456"
"14896";"56,5705";"15,3197";"2,89225";"358,694";"286,582";"0,321755";"13,6428"
"14897";"51,8308";"8,11864";"3,18389";"287,902";"237,518";"2,82131";"21,2102"
"14898";"91,2725";"11,2434";"0,565682";"108,913";"309,273";"5,06563";"38,9261"
"14899";"109,117";"2,91877";"0,015947";"312,142";"305,33";"6,85853";"14,7675"
"14900";"15,3101";"17,4916";"2,20551";"40,8624";"326,916";"1,46404";"17,2137"
"14901";"1,13566";"10,3063";"4,04193";"144,779";"152,908";"8,95486";"5,8467"
"14902";"97,4858";"13,2877";"0,980589";"55,1242";"0,426017";"8,54491";"4,46028"
"14903";"87,2874";"13,0483";"2,35218";"491,523";"76,0612";"2,19699";"6,39236"
"14904";"56,1619";"17,8224";"4,18888";"87,4634";"93,6409";"2,67076";"41,409"
"14905";"99,4671";"10,5129";"2,13783";"489,412";"39,8156";"4,53909";"44,397"
"14906";"40,8588";"7,70522";"3,1029";"14,6369";"98,8932";"2,74385";"41,3145"
"14907";"26,7171";"6,54552";"1,01257";"220,537";"210,983";"0,974848";"23,0835"
"14908";"31,3065";"14,6492";"1,01619";"45,3024";"276,37";"0,122966";"46,9572"
"14909";"27,0828";"9,94018";"3,43872";"279,912";"394,077";"4,22092";"19,3661"
"14910";"94,6641";"2,74387";"2,52986";"32,0894";"260,913";"0,182707";"12,3893"
"14911";"58,9353";"15,2411";"3,70798";"308,622";"274,903";"9,7885";"34,1948"
"14912";"58,5554";"1,48561";"2,05739";"303,369";"317,619";"0,160786";"27,3964"
"14913";"16,7861";"10,052";"3,2992";"52,6659";"234,127";"8,06339";"28,2453"
"14914";"97,5865";"14,4737";"2,59354";"253,774";"235,202";"8,34006";"46,378"
"14915";"109,562";"7,59447";"1,13515";"402,777";"97,4046";"1,88347";"47,584"
"14916";"16,3927";"14,7049";"2,47437";"452,551";"199,242";"3,17486";"33,6493"
"14917";"9,7095";"16,1294";"4,0434";"156,498";"353,438";"4,88836";"6,39985"
"14918";"36,6942";"2,21639";"2,65727";"276,993";"269,062";"8,84766";"42,6809"
"14919";"89,7483";"13,5263";"4,16781";"112,322";"169,334";"6,52491";"7,1463"
"14920";"6,15077";"0,940702";"4,84635";"120,296";"341,337";"2,50419";"47,0022"
"14921";"58,3003";"12,6541";"5,31072";"250";"276,575";"8,835";"39,6606"
"14922";"59,1694";"9,68901";"2,93967";"398,44";"370,041";"7,79814";"31,7373"
"14923";"23,2757";"9,21567";"4,70253";"384,34";"222,681";"5,98575";"49,7008"
"14924";"23,4959";"5,54596";"3,46262";"62,5286";"211,062";"0,393351";"26,895"
"14925";"79,4895";"15,9454";"1,50458";"321,735";"82,164";"8,37376";"13,2857"
"14926";"11,8195";"11,3636";"1,00082";"242,217";"130,717";"4,78039";"43,8682"
"14927";"21,8853";"8,30245";"0,919725";"242,783";"358,302";"7,50598";"32,2809"
"14928";"99,2778";"9,18558";"5,56515";"336,275";"55,5453";"0,704459";"24,4378"
"14929";"86,9429";"2,70031";"3,20544";"444,971";"347,34";"6,51795";"6,38249"
"14930";"87,6682";"16,2588";"0,026044";"98,7564";"45,4681";"6,97089";"28,0063"
"14931";"9,45493";"13,6148";"1,61473";"289,854";"22,9377";"1,93982";"11,828"
"14932";"92,9296";"0,401071";"4,24207";"344,076";"262,957";"1,51277";"46,8497"
"14933";"109,24";"8,22178";"4,93543";"148,415";"213,787";"4,68747";"4,35354"
"14934";"103,96";"8,46444";"3,2279";"451,075";"191,087";"5,49041";"39,1037"
"14935";"91,2847";"3,36176";"2,71157";"362,131";"49,7322";"6,5603";"37,8712"
"14936";"88,9882";"15,5068";"2,62815";"414,837";"282,059";"1,13376";"39,7796"
"14937";"53,3698";"7,43133";"5,19542";"311,964";"162,807";"8,23462";"31,2997"
"14938";"62,2824";"9,53381";"0,886696";"235,392";"75,3604";"0,621425";"17,5558"
"14939";"107,989";"3,42679";"1,41571";"142,525";"228,044";"8,19182";"35,493"
"14940";"64,8877";"16,3356";"2,44468";"195,747";"82,4436";"6,04475";"0,946156"
"14941";"46,553";"2,57317";"3,14837";"154,661";"220,061";"4,98122";"31,7933"
"14942";"43,1915";"1,65206";"1,07475";"209,927";"314,34";"6,29637";"25,6995"
"14943";"5,86348";"17,5678";"5,94174";"64,4727";"165,373";"5,80601";"21,1375"
"14944";"12,6578";"3,04383";"1,32115";"349,781";"289,573";"5,99957";"45,0848"
"14945";"4,67515";"4,74176";"3,19979";"149,97";"362,62";"9,57017";"33,7237"
"14946";"91,5484";"1,13639";"1,7752";"149,875";"299,978";"5,55821";"38,9535"
"14947";"106,802";"3,78016";"5,5295";"183,532";"355,671";"1,92554";"24,5016"
"14948";"42,4057";"16,3855";"3,91819";"305,745";"195,983";"4,62679";"29,8865"
"14949";"63,814";"6,23617";"2,91416";"342,978";"75,7483";"8,62737";"14,462"
"14950";"96,6945";"5,49525";"1,80731";"56,0736";"115,531";"5,55209";"27,7769"
"14951";"49,094";"15,6688";"4,33018";"302,809";"329,577";"9,34462";"26,0513"
"14952";"55,5145";"6,77957";"5,38154";"382,967";"50,4901";"2,70682";"23,5714"
"14953";"77,0998";"13,1714";"1,9928";"129,88";"60,5551";"1,27041";"31,0078"
"14954";"71,6549";"11,2592";"1,71231";"240,587";"162,063";"1,02972";"16,6144"
"14955";"52,3613";"13,7301";"5,54765";"240,993";"329,172";"9,03911";"29,0953"
"14956";"59,0232";"3,58002";"0,272482";"324,58";"236,806";"0,428685";"21,8073"
"14957";"99,7704";"16,6063";"4,01783";"22,0487";"131,516";"7,61468";"22,5919"
"14958";"34,0672";"13,5717";"2,76283";"382,829";"187,89";"9,58913";"25,6594"
"14959";"77,4247";"0,286579";"0,874032";"33,9474";"308,125";"9,43137";"44,982"
"14960";"1,26861";"14,9741";"4,75016";"472,129";"122,332";"0,279067";"17,2351"
"14961";"98,6115";"11,8414";"5,1743";"99,3593";"181,207";"4,96683";"36,3439"
"14962";"95,6186";"10,8823";"5,91394";"449,22";"145,404";"0,345373";"24,8923"
"14963";"54,8355";"6,65864";"3,49845";"197,274";"209,361";"6,84067";"30,4329"
"14964";"27,9096";"15,8983";"5,46621";"206,976";"293,514";"9,84659";"8,4605"
"14965";"85,6213";"5,83367";"4,11169";"492,502";"136,332";"6,08166";"21,7532"
"14966";"27,9375";"16,1697";"5,15239";"239,273";"81,2214";"3,56952";"25,0616"
"14967";"56,5189";"2,98943";"1,78749";"494,018";"381,007";"4,63677";"40,5003"
"14968";"90,5588";"3,87704";"5,08808";"264,203";"351,915";"7,84723";"49,7704"
"14969";"100,764";"13,948";"5,68996";"432,562";"88,9699";"6,07033";"20,8819"
"14970";"81,4676";"4,48083";"5,60364";"399,761";"63,5971";"6,24667";"4,48547"
"14971";"88,1574";"2,41684";"1,19095";"411,089";"216,899";"2,27016";"5,29013"
"14972";"70,3308";"1,89878";"1,99813";"203,929";"128,899";"7,31482";"43,7673"
"14973";"20,8206";"12,5536";"2,90608";"93,1369";"106,05";"2,50539";"41,5565"
"14974";"90,874";"12,3767";"5,78188";"28,8038";"261,028";"3,11751";"22,9469"
"14975";"49,6355";"7,97175";"0,725235";"20,1459";"213,698";"2,25126";"9,93244"
"14976";"80,5556";"3,72288";"1,00409";"45,8539";"51,0636";"1,70211";"30,8009"
"14977";"13,162";"14,4066";"3,06525";"389,869";"329,989";"1,75618";"14,5963"
"14978";"67,3961";"5,55001";"4,00662";"253,95";"326,314";"3,5526";"40,3216"
"14979";"81,259";"1,96796";"4,85314";"438,353";"183,444";"2,31597";"44,1799"
"14980";"56,828";"2,89305";"1,55417";"49,6918";"139,952";"1,64701";"33,409"
"14981";"47,8622";"4,67951";"0,712908";"261,523";"227,798";"0,519978";"6,06273"
